Year,Month,Entry Type,Tax Type,Amount
1989,April,Actual Outturn,Training and Employment Levy,10104
1989,April,Actual Outturn,Motor Vehicle Duties,15488
1989,May,Actual Outturn,Customs,21839
1989,May,Actual Outturn,Excise Duty,162862
1989,May,Actual Outturn,Capital Gains Tax,5761
1989,May,Actual Outturn,Stamps,29448
1989,May,Actual Outturn,Income Tax,291721
1989,May,Actual Outturn,Corporation Tax,12724
1989,May,Actual Outturn,Valued Added Tax,245668
1989,May,Actual Outturn,Training and Employment Levy,14537
1989,May,Actual Outturn,Motor Vehicle Duties,17721
1989,June,Actual Outturn,Customs,17141
1989,June,Actual Outturn,Excise Duty,163354
1989,June,Actual Outturn,Capital Gains Tax,4312
1989,June,Actual Outturn,Stamps,22511
1989,June,Actual Outturn,Income Tax,245550
1989,June,Actual Outturn,Corporation Tax,16048
1989,June,Actual Outturn,Valued Added Tax,149799
1989,June,Actual Outturn,Training and Employment Levy,12052
1989,June,Actual Outturn,Motor Vehicle Duties,16535
1989,July,Actual Outturn,Customs,15237
1989,July,Actual Outturn,Excise Duty,170424
1989,July,Actual Outturn,Capital Gains Tax,4208
1989,July,Actual Outturn,Stamps,30428
1989,July,Actual Outturn,Income Tax,299835
1989,July,Actual Outturn,Corporation Tax,55472
1989,July,Actual Outturn,Valued Added Tax,263859
1989,July,Actual Outturn,Training and Employment Levy,15841
1989,July,Actual Outturn,Motor Vehicle Duties,15663
1989,August,Actual Outturn,Customs,14221
1989,August,Actual Outturn,Excise Duty,183743
1989,August,Actual Outturn,Capital Gains Tax,4863
1989,August,Actual Outturn,Stamps,37481
1989,August,Actual Outturn,Income Tax,276341
1989,August,Actual Outturn,Corporation Tax,73726
1989,August,Actual Outturn,Valued Added Tax,136557
1989,August,Actual Outturn,Training and Employment Levy,12016
1989,August,Actual Outturn,Motor Vehicle Duties,15149
1989,September,Actual Outturn,Customs,13205
1989,September,Actual Outturn,Excise Duty,177612
1989,September,Actual Outturn,Capital Gains Tax,9146
1989,September,Actual Outturn,Stamps,70709
1989,September,Actual Outturn,Income Tax,251175
1989,September,Actual Outturn,Corporation Tax,34330
1989,September,Actual Outturn,Valued Added Tax,271008
1989,September,Actual Outturn,Training and Employment Levy,13519
1989,September,Actual Outturn,Motor Vehicle Duties,13272
1989,October,Actual Outturn,Customs,11682
1989,October,Actual Outturn,Excise Duty,165800
1989,October,Actual Outturn,Capital Gains Tax,12864
1989,October,Actual Outturn,Stamps,21890
1989,October,Actual Outturn,Income Tax,429057
1989,October,Actual Outturn,Corporation Tax,59407
1989,October,Actual Outturn,Valued Added Tax,186758
1989,October,Actual Outturn,Training and Employment Levy,11623
1989,October,Actual Outturn,Motor Vehicle Duties,15512
1989,November,Actual Outturn,Customs,5587
1989,November,Actual Outturn,Excise Duty,186372
1989,November,Actual Outturn,Capital Gains Tax,5560
1989,November,Actual Outturn,Stamps,23589
1989,November,Actual Outturn,Income Tax,433368
1989,November,Actual Outturn,Corporation Tax,38374
1989,November,Actual Outturn,Valued Added Tax,235488
1989,November,Actual Outturn,Training and Employment Levy,21467
1989,November,Actual Outturn,Motor Vehicle Duties,13675
1989,December  ,Actual Outturn,Customs,19300
1989,December  ,Actual Outturn,Excise Duty,232377
1989,December  ,Actual Outturn,Capital Gains Tax,3487
1989,December  ,Actual Outturn,Stamps,24163
1989,December  ,Actual Outturn,Income Tax,222793
1989,December  ,Actual Outturn,Corporation Tax,15038
1989,December  ,Actual Outturn,Valued Added Tax,160857
1989,December  ,Actual Outturn,Training and Employment Levy,20180
1989,December  ,Actual Outturn,Motor Vehicle Duties,13176
1990,January,Actual Outturn,Customs,5587
1990,January,Actual Outturn,Excise Duty,128584
1990,January,Actual Outturn,Capital Gains Tax,11004
1990,January,Actual Outturn,Stamps,31829
1990,January,Actual Outturn,Income Tax,358975
1990,January,Actual Outturn,Corporation Tax,28724
1990,January,Actual Outturn,Valued Added Tax,291329
1990,January,Actual Outturn,Training and Employment Levy,12758
1990,January,Actual Outturn,Unallocated Tax Receipts,15572
1990,January,Actual Outturn,Motor Vehicle Duties,20884
1990,February,Actual Outturn,Customs,21078
1990,February,Actual Outturn,Excise Duty,171354
1990,February,Actual Outturn,Capital Gains Tax,4256
1990,February,Actual Outturn,Stamps,24599
1990,February,Actual Outturn,Income Tax,226044
1990,February,Actual Outturn,Corporation Tax,39852
1990,February,Actual Outturn,Valued Added Tax,169523
1990,February,Actual Outturn,Training and Employment Levy,609
1990,February,Actual Outturn,Unallocated Tax Receipts,7627
1990,February,Actual Outturn,Motor Vehicle Duties,17170
1990,March,Actual Outturn,Customs,13332
1990,March,Actual Outturn,Excise Duty,147734
1990,March,Actual Outturn,Capital Gains Tax,4996
1990,March,Actual Outturn,Stamps,34336
1990,March,Actual Outturn,Income Tax,266764
1990,March,Actual Outturn,Corporation Tax,12107
1990,March,Actual Outturn,Valued Added Tax,247726
1990,March,Actual Outturn,Training and Employment Levy,502
1990,March,Actual Outturn,Unallocated Tax Receipts,-4631
1990,March,Actual Outturn,Motor Vehicle Duties,17368
1990,April,Actual Outturn,Customs,14856
1990,April,Actual Outturn,Excise Duty,158080
1990,April,Actual Outturn,Capital Gains Tax,5396
1990,April,Actual Outturn,Stamps,16452
1990,April,Actual Outturn,Income Tax,412434
1990,April,Actual Outturn,Corporation Tax,18195
1990,April,Actual Outturn,Valued Added Tax,138034
1990,April,Actual Outturn,Training and Employment Levy,31374
1990,April,Actual Outturn,Unallocated Tax Receipts,4125
1990,April,Actual Outturn,Motor Vehicle Duties,17919
1990,May,Actual Outturn,Customs,12063
1990,May,Actual Outturn,Excise Duty,192613
1990,May,Actual Outturn,Capital Gains Tax,11012
1990,May,Actual Outturn,Stamps,29590
1990,May,Actual Outturn,Income Tax,304992
1990,May,Actual Outturn,Corporation Tax,16908
1990,May,Actual Outturn,Valued Added Tax,275015
1990,May,Actual Outturn,Training and Employment Levy,13936
1990,May,Actual Outturn,Unallocated Tax Receipts,-6317
1990,May,Actual Outturn,Motor Vehicle Duties,18912
1990,June,Actual Outturn,Customs,11428
1990,June,Actual Outturn,Excise Duty,177055
1990,June,Actual Outturn,Capital Gains Tax,4569
1990,June,Actual Outturn,Stamps,19482
1990,June,Actual Outturn,Income Tax,245726
1990,June,Actual Outturn,Corporation Tax,33647
1990,June,Actual Outturn,Valued Added Tax,162044
1990,June,Actual Outturn,Training and Employment Levy,17053
1990,June,Actual Outturn,Unallocated Tax Receipts,791
1990,June,Actual Outturn,Motor Vehicle Duties,17424
1990,July,Actual Outturn,Customs,12697
1990,July,Actual Outturn,Excise Duty,187990
1990,July,Actual Outturn,Capital Gains Tax,8555
1990,July,Actual Outturn,Stamps,27830
1990,July,Actual Outturn,Income Tax,301802
1990,July,Actual Outturn,Corporation Tax,167424
1990,July,Actual Outturn,Valued Added Tax,230035
1990,July,Actual Outturn,Training and Employment Levy,13605
1990,July,Actual Outturn,Unallocated Tax Receipts,8715
1990,July,Actual Outturn,Motor Vehicle Duties,17238
1990,August,Actual Outturn,Customs,10793
1990,August,Actual Outturn,Excise Duty,201341
1990,August,Actual Outturn,Capital Gains Tax,11198
1990,August,Actual Outturn,Stamps,22417
1990,August,Actual Outturn,Income Tax,240557
1990,August,Actual Outturn,Corporation Tax,115514
1990,August,Actual Outturn,Valued Added Tax,158173
1990,August,Actual Outturn,Training and Employment Levy,15788
1990,August,Actual Outturn,Unallocated Tax Receipts,10224
1990,August,Actual Outturn,Motor Vehicle Duties,15711
1990,September,Actual Outturn,Customs,12336
1990,September,Actual Outturn,Excise Duty,168433
1990,September,Actual Outturn,Capital Gains Tax,6082
1990,September,Actual Outturn,Stamps,80592
1990,September,Actual Outturn,Income Tax,292413
1990,September,Actual Outturn,Corporation Tax,16146
1990,September,Actual Outturn,Valued Added Tax,233827
1990,September,Actual Outturn,Training and Employment Levy,13046
1990,September,Actual Outturn,Unallocated Tax Receipts,-27646
1990,September,Actual Outturn,Motor Vehicle Duties,13994
1990,October,Actual Outturn,Customs,11174
1990,October,Actual Outturn,Excise Duty,182049
1990,October,Actual Outturn,Capital Gains Tax,10819
1990,October,Actual Outturn,Stamps,25766
1990,October,Actual Outturn,Income Tax,508045
1990,October,Actual Outturn,Corporation Tax,70639
1990,October,Actual Outturn,Valued Added Tax,173925
1990,October,Actual Outturn,Training and Employment Levy,13918
1990,October,Actual Outturn,Unallocated Tax Receipts,17129
1990,October,Actual Outturn,Motor Vehicle Duties,18263
1990,November,Actual Outturn,Customs,8126
1990,November,Actual Outturn,Excise Duty,178742
1990,November,Actual Outturn,Capital Gains Tax,6647
1990,November,Actual Outturn,Stamps,18423
1990,November,Actual Outturn,Income Tax,470504
1990,November,Actual Outturn,Corporation Tax,57787
1990,November,Actual Outturn,Valued Added Tax,280206
1990,November,Actual Outturn,Training and Employment Levy,22653
1990,November,Actual Outturn,Unallocated Tax Receipts,-6703
1990,November,Actual Outturn,Motor Vehicle Duties,13877
1990,December  ,Actual Outturn,Customs,11682
1990,December  ,Actual Outturn,Excise Duty,231869
1990,December  ,Actual Outturn,Capital Gains Tax,5979
1990,December  ,Actual Outturn,Stamps,12351
1990,December  ,Actual Outturn,Income Tax,211347
1990,December  ,Actual Outturn,Corporation Tax,25002
1990,December  ,Actual Outturn,Valued Added Tax,153101
1990,December  ,Actual Outturn,Training and Employment Levy,16347
1990,December  ,Actual Outturn,Unallocated Tax Receipts,-18887
1990,December  ,Actual Outturn,Motor Vehicle Duties,14923
1991,January,Actual Outturn,Customs,11428
1991,January,Actual Outturn,Excise Duty,152987
1991,January,Actual Outturn,Capital Gains Tax,8385
1991,January,Actual Outturn,Stamps,29120
1991,January,Actual Outturn,Income Tax,354285
1991,January,Actual Outturn,Corporation Tax,33238
1991,January,Actual Outturn,Valued Added Tax,296320
1991,January,Actual Outturn,Training and Employment Levy,14811
1991,January,Actual Outturn,Unallocated Tax Receipts,20567
1991,January,Actual Outturn,Motor Vehicle Duties,17683
1991,February,Actual Outturn,Customs,14094
1991,February,Actual Outturn,Excise Duty,149457
1991,February,Actual Outturn,Capital Gains Tax,4463
1991,February,Actual Outturn,Stamps,15187
1991,February,Actual Outturn,Income Tax,263210
1991,February,Actual Outturn,Corporation Tax,23512
1991,February,Actual Outturn,Valued Added Tax,148279
1991,February,Actual Outturn,Training and Employment Levy,11767
1991,February,Actual Outturn,Unallocated Tax Receipts,-2859
1991,February,Actual Outturn,Motor Vehicle Duties,17887
1991,March,Actual Outturn,Customs,11936
1991,March,Actual Outturn,Excise Duty,146413
1991,March,Actual Outturn,Capital Gains Tax,3017
1991,March,Actual Outturn,Stamps,27990
1991,March,Actual Outturn,Income Tax,261203
1991,March,Actual Outturn,Corporation Tax,12330
1991,March,Actual Outturn,Valued Added Tax,244897
1991,March,Actual Outturn,Training and Employment Levy,10868
1991,March,Actual Outturn,Unallocated Tax Receipts,828
1991,March,Actual Outturn,Motor Vehicle Duties,19132
1991,April,Actual Outturn,Customs,13332
1991,April,Actual Outturn,Excise Duty,159821
1991,April,Actual Outturn,Capital Gains Tax,8582
1991,April,Actual Outturn,Stamps,18194
1991,April,Actual Outturn,Income Tax,415974
1991,April,Actual Outturn,Corporation Tax,16112
1991,April,Actual Outturn,Valued Added Tax,148167
1991,April,Actual Outturn,Training and Employment Levy,11311
1991,April,Actual Outturn,Unallocated Tax Receipts,-1917
1991,April,Actual Outturn,Motor Vehicle Duties,20164
1991,May,Actual Outturn,Customs,12189
1991,May,Actual Outturn,Excise Duty,196534
1991,May,Actual Outturn,Capital Gains Tax,10454
1991,May,Actual Outturn,Stamps,24737
1991,May,Actual Outturn,Income Tax,319312
1991,May,Actual Outturn,Corporation Tax,36657
1991,May,Actual Outturn,Valued Added Tax,243894
1991,May,Actual Outturn,Training and Employment Levy,18328
1991,May,Actual Outturn,Unallocated Tax Receipts,3719
1991,May,Actual Outturn,Motor Vehicle Duties,26220
1991,June,Actual Outturn,Customs,13205
1991,June,Actual Outturn,Excise Duty,199539
1991,June,Actual Outturn,Capital Gains Tax,9152
1991,June,Actual Outturn,Stamps,20684
1991,June,Actual Outturn,Income Tax,270929
1991,June,Actual Outturn,Corporation Tax,29643
1991,June,Actual Outturn,Valued Added Tax,150621
1991,June,Actual Outturn,Training and Employment Levy,12924
1991,June,Actual Outturn,Unallocated Tax Receipts,12949
1991,June,Actual Outturn,Motor Vehicle Duties,17621
1991,July,Actual Outturn,Customs,13205
1991,July,Actual Outturn,Excise Duty,180449
1991,July,Actual Outturn,Capital Gains Tax,12527
1991,July,Actual Outturn,Stamps,25542
1991,July,Actual Outturn,Income Tax,306048
1991,July,Actual Outturn,Corporation Tax,214060
1991,July,Actual Outturn,Valued Added Tax,276656
1991,July,Actual Outturn,Training and Employment Levy,24069
1991,July,Actual Outturn,Unallocated Tax Receipts,-7428
1991,July,Actual Outturn,Motor Vehicle Duties,24349
1991,August,Actual Outturn,Customs,18792
1991,August,Actual Outturn,Excise Duty,180883
1991,August,Actual Outturn,Capital Gains Tax,5608
1991,August,Actual Outturn,Stamps,18026
1991,August,Actual Outturn,Income Tax,290583
1991,August,Actual Outturn,Corporation Tax,148121
1991,August,Actual Outturn,Valued Added Tax,131311
1991,August,Actual Outturn,Training and Employment Levy,15793
1991,August,Actual Outturn,Unallocated Tax Receipts,16048
1991,August,Actual Outturn,Motor Vehicle Duties,16522
1991,September,Actual Outturn,Customs,10412
1991,September,Actual Outturn,Excise Duty,184584
1991,September,Actual Outturn,Capital Gains Tax,9202
1991,September,Actual Outturn,Stamps,73824
1991,September,Actual Outturn,Income Tax,288568
1991,September,Actual Outturn,Corporation Tax,53352
1991,September,Actual Outturn,Valued Added Tax,290670
1991,September,Actual Outturn,Training and Employment Levy,5245
1991,September,Actual Outturn,Unallocated Tax Receipts,-15679
1991,September,Actual Outturn,Motor Vehicle Duties,19056
1991,October,Actual Outturn,Customs,11682
1991,October,Actual Outturn,Excise Duty,186738
1991,October,Actual Outturn,Capital Gains Tax,25823
1991,October,Actual Outturn,Stamps,29728
1991,October,Actual Outturn,Income Tax,545504
1991,October,Actual Outturn,Corporation Tax,81912
1991,October,Actual Outturn,Valued Added Tax,150821
1991,October,Actual Outturn,Training and Employment Levy,16161
1991,October,Actual Outturn,Unallocated Tax Receipts,27740
1991,October,Actual Outturn,Motor Vehicle Duties,17492
1991,November,Actual Outturn,Customs,14602
1991,November,Actual Outturn,Excise Duty,159738
1991,November,Actual Outturn,Capital Gains Tax,28608
1991,November,Actual Outturn,Stamps,23564
1991,November,Actual Outturn,Income Tax,485294
1991,November,Actual Outturn,Corporation Tax,82318
1991,November,Actual Outturn,Valued Added Tax,323684
1991,November,Actual Outturn,Training and Employment Levy,23347
1991,November,Actual Outturn,Unallocated Tax Receipts,-2967
1991,November,Actual Outturn,Motor Vehicle Duties,15561
1991,December  ,Actual Outturn,Customs,7111
1991,December  ,Actual Outturn,Excise Duty,289253
1991,December  ,Actual Outturn,Capital Gains Tax,5460
1991,December  ,Actual Outturn,Stamps,11090
1991,December  ,Actual Outturn,Income Tax,301848
1991,December  ,Actual Outturn,Corporation Tax,21605
1991,December  ,Actual Outturn,Valued Added Tax,146242
1991,December  ,Actual Outturn,Training and Employment Levy,18502
1991,December  ,Actual Outturn,Unallocated Tax Receipts,-51000
1991,December  ,Actual Outturn,Motor Vehicle Duties,22102
1992,January,Actual Outturn,Customs,12189
1992,January,Actual Outturn,Excise Duty,121847
1992,January,Actual Outturn,Capital Gains Tax,8403
1992,January,Actual Outturn,Stamps,36835
1992,January,Actual Outturn,Income Tax,369169
1992,January,Actual Outturn,Corporation Tax,60144
1992,January,Actual Outturn,Valued Added Tax,291118
1992,January,Actual Outturn,Training and Employment Levy,15015
1992,January,Actual Outturn,Unallocated Tax Receipts,38022
1992,January,Actual Outturn,Motor Vehicle Duties,20024
1992,February,Actual Outturn,Customs,12316
1992,February,Actual Outturn,Excise Duty,164204
1992,February,Actual Outturn,Capital Gains Tax,1483
1992,February,Actual Outturn,Stamps,18412
1992,February,Actual Outturn,Income Tax,316119
1992,February,Actual Outturn,Corporation Tax,27081
1992,February,Actual Outturn,Valued Added Tax,136469
1992,February,Actual Outturn,Training and Employment Levy,12852
1992,February,Actual Outturn,Unallocated Tax Receipts,-77
1992,February,Actual Outturn,Motor Vehicle Duties,22344
1992,March,Actual Outturn,Customs,16507
1992,March,Actual Outturn,Excise Duty,164120
1992,March,Actual Outturn,Capital Gains Tax,5343
